race_date,stadium_id,race_number,boat_number,course_number,racer_number,racer_name,place,start_timing,wind_speed,wind_direction,wave_height,weather,air_temperature,water_temperature,payout_trio,payout_trifecta,official_national_win_rate,official_national_top2_rate,official_national_top3_rate,official_local_win_rate,official_local_top2_rate,official_local_top3_rate,official_avg_st,racer_class,flying_count,late_count,motor_number,motor_top2_rate,motor_top3_rate,boat_number_assigned,boat_top2_rate,boat_top3_rate
2026-05-08,24,4,3,3.0,5309.0,森 雄利,4.0,0.19,5.0,9.0,4.0,1.0,19.0,20.0,200.0,320.0,3.24,14.29,21.43,1.8,3.41,6.82,0.16,4,0,0,16,25.0,52.08,70,37.13,51.98
2026-05-08,24,4,4,5.0,4765.0,野田部 宏子,6.0,0.14,5.0,9.0,4.0,1.0,19.0,20.0,200.0,320.0,5.02,30.49,43.9,4.59,28.13,43.75,0.12,3,0,0,58,40.69,60.78,23,32.86,46.19
2026-05-08,24,4,5,6.0,4764.0,小池 礼乃,5.0,0.19,5.0,9.0,4.0,1.0,19.0,20.0,200.0,320.0,5.14,33.73,49.4,4.63,33.33,40.0,0.18,3,0,0,32,35.78,54.59,54,37.02,55.77
2026-05-08,24,4,6,4.0,3944.0,山口 裕二,3.0,0.15,5.0,9.0,4.0,1.0,19.0,20.0,200.0,320.0,6.22,44.34,62.26,5.76,40.46,56.49,0.17,2,0,0,50,28.05,42.99,29,36.45,53.69
2026-05-08,24,5,1,1.0,4562.0,阪本 勇介,4.0,0.26,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,4.49,14.29,39.56,4.42,20.83,41.67,0.18,3,0,0,14,28.57,40.39,63,38.1,60.0
2026-05-08,24,5,2,2.0,3871.0,池田 紫乃,5.0,0.27,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,4.44,25.4,42.86,4.99,37.68,44.93,0.18,3,0,0,41,24.07,37.04,12,36.84,49.76
2026-05-08,24,5,3,3.0,4213.0,重富 伸也,2.0,0.18,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,3.94,22.35,31.76,4.48,26.73,36.63,0.15,3,0,0,62,40.59,56.44,36,33.64,52.34
2026-05-08,24,5,4,4.0,4497.0,桑原 悠,1.0,0.17,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,6.89,51.22,64.63,7.59,56.49,80.15,0.14,1,0,0,63,30.91,46.82,68,34.95,54.37
2026-05-08,24,5,5,5.0,5420.0,吉原 快誓,6.0,0.14,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,1.61,0.0,1.85,1.45,0.0,0.0,0.21,4,0,0,69,29.73,48.2,17,35.27,48.31
2026-05-08,24,5,6,6.0,4816.0,村松 修二,3.0,0.17,5.0,9.0,4.0,1.0,19.0,20.0,650.0,1940.0,6.03,42.67,62.67,5.72,41.38,55.17,0.15,2,0,0,71,29.15,48.88,32,36.63,55.94
2026-05-08,24,6,1,1.0,4498.0,宮本 夏樹,1.0,0.32,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,6.0,44.44,58.33,5.85,42.2,57.8,0.17,3,0,0,59,40.0,52.89,62,31.41,47.64
2026-05-08,24,6,2,2.0,3523.0,寳田 亮治,3.0,0.36,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,4.62,26.09,44.93,4.71,25.71,45.71,0.19,3,0,0,26,30.58,41.26,59,39.02,51.71
2026-05-08,24,6,3,3.0,3576.0,白水 勝也,2.0,0.35,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,6.81,48.39,79.03,6.53,47.06,64.71,0.17,1,0,0,34,43.32,58.53,33,41.94,57.14
2026-05-08,24,6,4,4.0,4924.0,中北 涼,5.0,0.24,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,4.53,20.0,37.89,3.96,15.38,33.65,0.18,3,0,0,53,33.33,51.64,56,31.37,45.59
2026-05-08,24,6,5,5.0,4919.0,吉田 翔悟,4.0,0.19,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,3.92,13.64,39.39,4.42,26.74,36.05,0.14,3,0,0,38,38.25,52.53,27,37.62,53.96
2026-05-08,24,6,6,6.0,4966.0,田川 大貴,6.0,0.21,5.0,9.0,4.0,1.0,19.0,20.0,350.0,690.0,5.25,38.83,47.57,5.62,41.86,52.33,0.14,2,0,0,56,26.21,42.23,40,35.68,51.26
2026-05-08,24,7,1,1.0,4259.0,真庭 明志,1.0,0.13,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,5.72,39.02,58.54,5.95,41.5,61.9,0.15,2,0,0,23,38.35,60.68,24,32.71,46.73
2026-05-08,24,7,2,2.0,4315.0,山崎 昂介,2.0,0.23,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,4.92,31.33,39.76,5.84,43.01,62.37,0.19,3,0,0,48,42.0,56.5,66,37.74,57.55
2026-05-08,24,7,3,3.0,4408.0,仁科 さやか,5.0,0.24,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,2.95,12.07,18.97,4.7,31.91,46.81,0.18,3,0,0,35,26.44,44.71,75,33.01,46.41
2026-05-08,24,7,4,4.0,4096.0,石橋 道友,4.0,0.22,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,6.38,48.78,63.41,7.32,59.33,74.67,0.15,1,0,0,65,40.18,62.1,53,36.32,50.0
2026-05-08,24,7,5,5.0,4549.0,小林 文彦,3.0,0.29,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,5.88,35.8,61.73,5.08,37.5,50.0,0.19,3,0,0,47,31.98,48.65,47,37.26,58.96
2026-05-08,24,7,6,6.0,5457.0,山田 陽翔,6.0,0.16,5.0,9.0,4.0,1.0,19.0,20.0,990.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,13,38.46,53.85,26,33.33,49.51
2026-05-08,24,8,1,1.0,3508.0,久富 政弘,4.0,0.19,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,5.57,36.49,55.41,4.14,14.29,38.1,0.19,3,0,0,20,42.86,60.95,43,32.7,48.82
2026-05-08,24,8,2,2.0,5369.0,岡崎 凪汰,6.0,0.25,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,3.6,19.51,29.27,2.79,9.84,21.31,0.18,3,0,0,66,33.5,48.06,35,33.49,50.94
2026-05-08,24,8,3,3.0,4553.0,坪口 竜也,3.0,0.25,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,6.2,42.27,67.01,6.52,46.77,68.55,0.14,2,0,0,24,33.49,54.55,61,38.65,55.07
2026-05-08,24,8,4,4.0,4106.0,坂井 康嗣,1.0,0.13,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,3.34,14.29,30.0,3.24,5.88,23.53,0.19,3,0,0,60,41.71,54.98,21,35.18,57.29
2026-05-08,24,8,5,5.0,5015.0,高橋 竜矢,5.0,0.13,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,6.83,52.87,70.11,5.1,35.0,35.0,0.13,1,0,0,15,30.04,44.39,69,31.68,40.59
2026-05-08,24,8,6,6.0,3906.0,飯山 晃三,2.0,0.17,5.0,9.0,4.0,1.0,19.0,20.0,7030.0,272180.0,4.32,26.53,40.82,4.1,21.84,39.08,0.18,3,0,0,22,36.67,58.1,49,39.81,59.22
2026-05-08,24,9,1,1.0,4173.0,岡谷 健吾,4.0,0.09,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,5.04,36.46,50.0,5.92,46.15,61.54,0.18,3,0,0,36,34.88,53.95,41,32.35,47.55
2026-05-08,24,9,2,2.0,5309.0,森 雄利,5.0,0.07,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,3.24,14.29,21.43,1.8,3.41,6.82,0.16,4,0,0,16,25.0,52.08,70,37.13,51.98
2026-05-08,24,9,3,3.0,3779.0,原田 幸哉,1.0,0.04,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,6.31,34.09,46.59,7.48,54.12,69.41,0.1,1,0,0,25,32.39,55.4,58,39.09,61.42
2026-05-08,24,9,4,4.0,4171.0,榎 幸司,2.0,0.11,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,6.15,42.61,61.74,6.43,45.73,67.07,0.17,2,0,0,46,34.11,55.14,15,32.68,48.78
2026-05-08,24,9,5,5.0,5208.0,屋良 龍紀,3.0,0.04,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,4.51,26.97,42.7,4.59,31.58,44.74,0.15,3,0,0,44,32.85,47.83,22,32.06,49.76
2026-05-08,24,9,6,6.0,4499.0,滝川 真由子,6.0,0.08,5.0,9.0,4.0,1.0,19.0,20.0,770.0,1150.0,5.31,35.82,53.73,6.05,44.59,59.46,0.19,3,0,0,40,27.4,47.03,78,32.21,46.63
2026-05-08,24,10,1,1.0,3944.0,山口 裕二,1.0,0.22,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,6.22,44.34,62.26,5.76,40.46,56.49,0.17,2,0,0,50,28.05,42.99,29,36.45,53.69
2026-05-08,24,10,2,2.0,5261.0,岡 暢祐,3.0,0.18,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,4.49,25.97,36.36,3.8,20.0,30.77,0.19,3,0,0,30,33.95,53.02,18,37.85,54.21
2026-05-08,24,10,3,3.0,4816.0,村松 修二,6.0,0.23,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,6.03,42.67,62.67,5.72,41.38,55.17,0.15,2,0,0,71,29.15,48.88,32,36.63,55.94
2026-05-08,24,10,4,4.0,4720.0,西澤 日花里,4.0,0.14,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,4.16,17.05,37.5,5.13,31.15,55.74,0.19,3,0,0,33,38.18,57.27,19,32.5,50.5
2026-05-08,24,10,5,5.0,4072.0,森永 淳,5.0,0.13,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,6.67,52.56,62.82,6.5,50.0,62.86,0.14,1,0,0,74,41.55,57.99,25,34.43,54.72
2026-05-08,24,10,6,6.0,3523.0,寳田 亮治,2.0,0.19,5.0,9.0,4.0,1.0,18.0,20.0,4470.0,21900.0,4.62,26.09,44.93,4.71,25.71,45.71,0.19,3,0,0,26,30.58,41.26,59,39.02,51.71
2026-05-08,24,11,1,1.0,3576.0,白水 勝也,2.0,0.07,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,6.81,48.39,79.03,6.53,47.06,64.71,0.17,1,0,0,34,43.32,58.53,33,41.94,57.14
2026-05-08,24,11,2,2.0,4747.0,山戸 信二,3.0,0.14,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,3.56,16.9,23.94,3.72,14.04,28.07,0.17,3,0,0,49,30.54,45.81,30,36.23,53.62
2026-05-08,24,11,3,3.0,4842.0,山下 昂大,4.0,0.12,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,6.23,44.55,63.64,6.0,55.56,55.56,0.17,2,0,0,29,46.6,64.56,50,38.0,56.5
2026-05-08,24,11,4,4.0,5420.0,吉原 快誓,6.0,0.21,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,1.61,0.0,1.85,1.45,0.0,0.0,0.21,4,0,0,69,29.73,48.2,17,35.27,48.31
2026-05-08,24,11,5,5.0,4695.0,尾崎 雄二,1.0,0.23,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,5.54,41.11,54.44,5.63,36.92,58.46,0.16,3,0,0,11,53.24,68.98,72,39.42,54.81
2026-05-08,24,11,6,6.0,3777.0,樋口 亮,5.0,0.18,5.0,7.0,4.0,1.0,18.0,20.0,830.0,5210.0,6.19,45.76,57.63,6.45,47.9,65.55,0.17,2,0,0,18,30.09,48.61,45,40.19,56.94
2026-05-08,24,12,1,1.0,4497.0,桑原 悠,1.0,0.02,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,6.89,51.22,64.63,7.59,56.49,80.15,0.14,1,0,0,63,30.91,46.82,68,34.95,54.37
2026-05-08,24,12,2,2.0,3906.0,飯山 晃三,6.0,0.14,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,4.32,26.53,40.82,4.1,21.84,39.08,0.18,3,0,0,22,36.67,58.1,49,39.81,59.22
2026-05-08,24,12,3,3.0,4241.0,大串 重幸,3.0,0.12,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,5.58,34.86,60.55,5.99,43.75,61.81,0.15,2,0,0,73,35.71,51.43,55,31.13,45.75
2026-05-08,24,12,4,4.0,4259.0,真庭 明志,2.0,0.15,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,5.72,39.02,58.54,5.95,41.5,61.9,0.15,2,0,0,23,38.35,60.68,24,32.71,46.73
2026-05-08,24,12,5,5.0,5250.0,嶋田 有里,4.0,0.19,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,3.94,16.25,30.0,3.63,18.89,25.56,0.2,3,0,0,43,40.58,60.39,51,37.13,54.95
2026-05-08,24,12,6,6.0,4924.0,中北 涼,5.0,0.28,4.0,9.0,3.0,1.0,18.0,20.0,230.0,550.0,4.53,20.0,37.89,3.96,15.38,33.65,0.18,3,0,0,53,33.33,51.64,56,31.37,45.59
2026-05-09,24,1,1,1.0,4924.0,中北 涼,1.0,0.15,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,4.53,20.0,37.89,3.96,15.38,33.65,0.18,3,0,0,53,33.33,51.64,56,31.37,45.59
2026-05-09,24,1,2,2.0,4562.0,阪本 勇介,4.0,0.19,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,4.49,14.29,39.56,4.42,20.83,41.67,0.18,3,0,0,14,28.57,40.39,63,38.1,60.0
2026-05-09,24,1,3,3.0,4720.0,西澤 日花里,2.0,0.15,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,4.16,17.05,37.5,5.13,31.15,55.74,0.19,3,0,0,33,38.18,57.27,19,32.5,50.5
2026-05-09,24,1,4,4.0,5420.0,吉原 快誓,6.0,0.21,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,1.61,0.0,1.85,1.45,0.0,0.0,0.21,4,0,0,69,29.73,48.2,17,35.27,48.31
2026-05-09,24,1,5,5.0,5369.0,岡崎 凪汰,5.0,0.19,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,3.6,19.51,29.27,2.79,9.84,21.31,0.18,3,0,0,66,33.5,48.06,35,33.49,50.94
2026-05-09,24,1,6,6.0,5250.0,嶋田 有里,3.0,0.19,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,3100.0,3.94,16.25,30.0,3.63,18.89,25.56,0.2,3,0,0,43,40.58,60.39,51,37.13,54.95
2026-05-09,24,2,1,1.0,4106.0,坂井 康嗣,4.0,0.11,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,3.34,14.29,30.0,3.24,5.88,23.53,0.19,3,0,0,60,41.71,54.98,21,35.18,57.29
2026-05-09,24,2,2,2.0,4966.0,田川 大貴,1.0,0.08,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,5.25,38.83,47.57,5.62,41.86,52.33,0.14,2,0,0,56,26.21,42.23,40,35.68,51.26
2026-05-09,24,2,3,3.0,4842.0,山下 昂大,3.0,0.05,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,6.23,44.55,63.64,6.0,55.56,55.56,0.17,2,0,0,29,46.6,64.56,50,38.0,56.5
2026-05-09,24,2,4,4.0,4764.0,小池 礼乃,14.0,-0.01,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,5.14,33.73,49.4,4.63,33.33,40.0,0.18,3,0,0,32,35.78,54.59,54,37.02,55.77
2026-05-09,24,2,5,5.0,4173.0,岡谷 健吾,2.0,0.07,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,5.04,36.46,50.0,5.92,46.15,61.54,0.18,3,0,0,36,34.88,53.95,41,32.35,47.55
2026-05-09,24,2,6,6.0,4213.0,重富 伸也,5.0,0.07,2.0,7.0,1.0,1.0,21.0,21.0,530.0,3710.0,3.94,22.35,31.76,4.48,26.73,36.63,0.15,3,0,0,62,40.59,56.44,36,33.64,52.34
2026-05-09,24,3,1,1.0,5208.0,屋良 龍紀,4.0,0.01,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,4.51,26.97,42.7,4.59,31.58,44.74,0.15,3,0,0,44,32.85,47.83,22,32.06,49.76
2026-05-09,24,3,2,2.0,4241.0,大串 重幸,1.0,0.06,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,5.58,34.86,60.55,5.99,43.75,61.81,0.15,2,0,0,73,35.71,51.43,55,31.13,45.75
2026-05-09,24,3,3,3.0,5015.0,高橋 竜矢,3.0,0.06,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,6.83,52.87,70.11,5.1,35.0,35.0,0.13,1,0,0,15,30.04,44.39,69,31.68,40.59
2026-05-09,24,3,4,4.0,3508.0,久富 政弘,2.0,0.13,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,5.57,36.49,55.41,4.14,14.29,38.1,0.19,3,0,0,20,42.86,60.95,43,32.7,48.82
2026-05-09,24,3,5,5.0,5309.0,森 雄利,5.0,0.11,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,3.24,14.29,21.43,1.8,3.41,6.82,0.16,4,0,0,16,25.0,52.08,70,37.13,51.98
2026-05-09,24,3,6,6.0,5457.0,山田 陽翔,6.0,0.17,2.0,5.0,1.0,1.0,21.0,21.0,700.0,9120.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,13,38.46,53.85,26,33.33,49.51
2026-05-09,24,4,1,1.0,3871.0,池田 紫乃,4.0,0.16,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,4.44,25.4,42.86,4.99,37.68,44.93,0.18,3,0,0,41,24.07,37.04,12,36.84,49.76
2026-05-09,24,4,2,2.0,3777.0,樋口 亮,5.0,0.22,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,6.19,45.76,57.63,6.45,47.9,65.55,0.17,2,0,0,18,30.09,48.61,45,40.19,56.94
2026-05-09,24,4,3,3.0,4315.0,山崎 昂介,1.0,0.17,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,4.92,31.33,39.76,5.84,43.01,62.37,0.19,3,0,0,48,42.0,56.5,66,37.74,57.55
2026-05-09,24,4,4,4.0,3576.0,白水 勝也,2.0,0.17,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,6.81,48.39,79.03,6.53,47.06,64.71,0.17,1,0,0,34,43.32,58.53,33,41.94,57.14
2026-05-09,24,4,5,5.0,3523.0,寳田 亮治,3.0,0.21,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,4.62,26.09,44.93,4.71,25.71,45.71,0.19,3,0,0,26,30.58,41.26,59,39.02,51.71
2026-05-09,24,4,6,6.0,4259.0,真庭 明志,6.0,0.18,3.0,5.0,2.0,1.0,21.0,21.0,2540.0,5720.0,5.72,39.02,58.54,5.95,41.5,61.9,0.15,2,0,0,23,38.35,60.68,24,32.71,46.73
2026-05-09,24,5,1,1.0,4919.0,吉田 翔悟,14.0,-0.02,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,3.92,13.64,39.39,4.42,26.74,36.05,0.14,3,0,0,38,38.25,52.53,27,37.62,53.96
2026-05-09,24,5,2,2.0,3779.0,原田 幸哉,14.0,-0.01,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,6.31,34.09,46.59,7.48,54.12,69.41,0.1,1,0,0,25,32.39,55.4,58,39.09,61.42
2026-05-09,24,5,3,3.0,4765.0,野田部 宏子,14.0,-0.03,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,5.02,30.49,43.9,4.59,28.13,43.75,0.12,3,0,0,58,40.69,60.78,23,32.86,46.19
2026-05-09,24,5,4,4.0,5261.0,岡 暢祐,1.0,0.01,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,4.49,25.97,36.36,3.8,20.0,30.77,0.19,3,0,0,30,33.95,53.02,18,37.85,54.21
2026-05-09,24,5,5,5.0,5420.0,吉原 快誓,3.0,0.01,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,1.61,0.0,1.85,1.45,0.0,0.0,0.21,4,0,0,69,29.73,48.2,17,35.27,48.31
2026-05-09,24,5,6,6.0,4408.0,仁科 さやか,2.0,0.04,2.0,5.0,1.0,1.0,21.0,21.0,,290.0,2.95,12.07,18.97,4.7,31.91,46.81,0.18,3,0,0,35,26.44,44.71,75,33.01,46.41
2026-05-09,24,6,1,1.0,4747.0,山戸 信二,5.0,0.25,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,3.56,16.9,23.94,3.72,14.04,28.07,0.17,3,0,0,49,30.54,45.81,30,36.23,53.62
2026-05-09,24,6,2,2.0,4695.0,尾崎 雄二,1.0,0.31,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,5.54,41.11,54.44,5.63,36.92,58.46,0.16,3,0,0,11,53.24,68.98,72,39.42,54.81
2026-05-09,24,6,3,3.0,4816.0,村松 修二,6.0,0.15,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,6.03,42.67,62.67,5.72,41.38,55.17,0.15,2,0,0,71,29.15,48.88,32,36.63,55.94
2026-05-09,24,6,4,4.0,4499.0,滝川 真由子,3.0,0.15,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,5.31,35.82,53.73,6.05,44.59,59.46,0.19,3,0,0,40,27.4,47.03,78,32.21,46.63
2026-05-09,24,6,5,5.0,4096.0,石橋 道友,2.0,0.15,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,6.38,48.78,63.41,7.32,59.33,74.67,0.15,1,0,0,65,40.18,62.1,53,36.32,50.0
2026-05-09,24,6,6,6.0,4562.0,阪本 勇介,4.0,0.25,2.0,5.0,1.0,1.0,21.0,21.0,710.0,1930.0,4.49,14.29,39.56,4.42,20.83,41.67,0.18,3,0,0,14,28.57,40.39,63,38.1,60.0
2026-05-09,24,7,1,1.0,4171.0,榎 幸司,1.0,0.12,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,6.15,42.61,61.74,6.43,45.73,67.07,0.17,2,0,0,46,34.11,55.14,15,32.68,48.78
2026-05-09,24,7,2,2.0,4498.0,宮本 夏樹,5.0,0.16,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,6.0,44.44,58.33,5.85,42.2,57.8,0.17,3,0,0,59,40.0,52.89,62,31.41,47.64
2026-05-09,24,7,3,3.0,4924.0,中北 涼,4.0,0.18,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,4.53,20.0,37.89,3.96,15.38,33.65,0.18,3,0,0,53,33.33,51.64,56,31.37,45.59
2026-05-09,24,7,4,4.0,3944.0,山口 裕二,2.0,0.16,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,6.22,44.34,62.26,5.76,40.46,56.49,0.17,2,0,0,50,28.05,42.99,29,36.45,53.69
2026-05-09,24,7,5,5.0,4106.0,坂井 康嗣,3.0,0.14,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,3.34,14.29,30.0,3.24,5.88,23.53,0.19,3,0,0,60,41.71,54.98,21,35.18,57.29
2026-05-09,24,7,6,6.0,5457.0,山田 陽翔,6.0,0.17,2.0,7.0,1.0,1.0,21.0,21.0,1120.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,13,38.46,53.85,26,33.33,49.51
2026-05-09,24,8,1,1.0,4072.0,森永 淳,1.0,0.14,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,6.67,52.56,62.82,6.5,50.0,62.86,0.14,1,0,0,74,41.55,57.99,25,34.43,54.72
2026-05-09,24,8,2,2.0,4173.0,岡谷 健吾,3.0,0.27,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,5.04,36.46,50.0,5.92,46.15,61.54,0.18,3,0,0,36,34.88,53.95,41,32.35,47.55
2026-05-09,24,8,3,3.0,3906.0,飯山 晃三,6.0,0.3,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,4.32,26.53,40.82,4.1,21.84,39.08,0.18,3,0,0,22,36.67,58.1,49,39.81,59.22
2026-05-09,24,8,4,4.0,4241.0,大串 重幸,4.0,0.42,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,5.58,34.86,60.55,5.99,43.75,61.81,0.15,2,0,0,73,35.71,51.43,55,31.13,45.75
2026-05-09,24,8,5,5.0,3576.0,白水 勝也,2.0,0.27,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,6.81,48.39,79.03,6.53,47.06,64.71,0.17,1,0,0,34,43.32,58.53,33,41.94,57.14
2026-05-09,24,8,6,6.0,4549.0,小林 文彦,5.0,0.29,2.0,7.0,1.0,1.0,21.0,21.0,320.0,780.0,5.88,35.8,61.73,5.08,37.5,50.0,0.19,3,0,0,47,31.98,48.65,47,37.26,58.96
2026-05-09,24,9,1,1.0,5250.0,嶋田 有里,3.0,0.18,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,3.94,16.25,30.0,3.63,18.89,25.56,0.2,3,0,0,43,40.58,60.39,51,37.13,54.95
2026-05-09,24,9,2,2.0,4408.0,仁科 さやか,6.0,0.25,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,2.95,12.07,18.97,4.7,31.91,46.81,0.18,3,0,0,35,26.44,44.71,75,33.01,46.41
2026-05-09,24,9,3,3.0,4497.0,桑原 悠,1.0,0.25,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,6.89,51.22,64.63,7.59,56.49,80.15,0.14,1,0,0,63,30.91,46.82,68,34.95,54.37
2026-05-09,24,9,4,4.0,3777.0,樋口 亮,2.0,0.18,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,6.19,45.76,57.63,6.45,47.9,65.55,0.17,2,0,0,18,30.09,48.61,45,40.19,56.94
2026-05-09,24,9,5,5.0,3508.0,久富 政弘,5.0,0.19,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,5.57,36.49,55.41,4.14,14.29,38.1,0.19,3,0,0,20,42.86,60.95,43,32.7,48.82
2026-05-09,24,9,6,6.0,4842.0,山下 昂大,4.0,0.13,2.0,9.0,1.0,1.0,20.0,21.0,300.0,1160.0,6.23,44.55,63.64,6.0,55.56,55.56,0.17,2,0,0,29,46.6,64.56,50,38.0,56.5
2026-05-09,24,10,1,1.0,4553.0,坪口 竜也,1.0,0.02,2.0,9.0,1.0,1.0,20.0,21.0,770.0,1520.0,6.2,42.27,67.01,6.52,46.77,68.55,0.14,2,0,0,24,33.49,54.55,61,38.65,55.07
2026-05-09,24,10,2,2.0,4213.0,重富 伸也,6.0,0.03,2.0,9.0,1.0,1.0,20.0,21.0,770.0,1520.0,3.94,22.35,31.76,4.48,26.73,36.63,0.15,3,0,0,62,40.59,56.44,36,33.64,52.34
2026-05-09,24,10,3,3.0,5309.0,森 雄利,4.0,0.01,2.0,9.0,1.0,1.0,20.0,21.0,770.0,1520.0,3.24,14.29,21.43,1.8,3.41,6.82,0.16,4,0,0,16,25.0,52.08,70,37.13,51.98
2026-05-09,24,10,4,4.0,3779.0,原田 幸哉,2.0,0.11,2.0,9.0,1.0,1.0,20.0,21.0,770.0,1520.0,6.31,34.09,46.59,7.48,54.12,69.41,0.1,1,0,0,25,32.39,55.4,58,39.09,61.42
